county_name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
".Custer County, Colorado","4,279","4,225","4,219","4,261","4,340","4,434","4,588","4,857","4,934","5,068"
".Delta County, Colorado","30,860","30,393","30,465","30,338","29,963","29,913","30,346","30,519","30,884","31,162"
".Denver County, Colorado","603,359","620,530","635,163","649,391","664,582","683,285","696,159","704,961","716,265","727,211"
".Dolores County, Colorado","2,069","2,044","2,009","2,033","1,977","1,981","2,056","2,045","2,060","2,055"
".Douglas County, Colorado","286,977","292,548","298,708","306,234","314,545","322,025","328,219","335,816","342,989","351,154"
".Eagle County, Colorado","52,099","52,051","52,334","52,816","53,276","53,865","54,541","54,929","54,943","55,127"
".Elbert County, Colorado","23,142","23,178","23,274","23,541","24,031","24,630","25,157","25,765","26,303","26,729"
".El Paso County, Colorado","627,031","637,305","646,003","655,209","663,129","674,001","688,277","700,099","712,089","720,403"
".Fremont County, Colorado","46,837","47,379","47,052","46,332","46,147","46,282","46,976","47,548","47,959","47,839"
".Garfield County, Colorado","56,072","56,048","56,761","56,938","57,161","57,698","58,785","59,032","59,701","60,061"
".Gilpin County, Colorado","5,471","5,428","5,431","5,530","5,747","5,805","5,914","6,018","6,112","6,243"
".Grand County, Colorado","14,796","14,563","14,221","14,312","14,559","14,726","15,179","15,364","15,511","15,734"
".Gunnison County, Colorado","15,291","15,261","15,378","15,575","15,765","16,104","16,414","16,863","17,167","17,462"
".Hinsdale County, Colorado",844,825,802,804,773,764,788,791,808,820
".Huerfano County, Colorado","6,681","6,528","6,565","6,460","6,393","6,404","6,580","6,628","6,887","6,897"
".Jackson County, Colorado","1,389","1,357","1,325","1,336","1,385","1,353","1,358","1,375","1,395","1,392"
".Jefferson County, Colorado","535,548","540,506","546,602","552,031","558,819","564,888","571,413","575,417","579,392","582,881"
".Kiowa County, Colorado","1,404","1,431","1,409","1,392","1,380","1,384","1,342","1,365","1,379","1,406"
".Kit Carson County, Colorado","8,263","8,172","8,072","8,245","8,018","8,215","7,626","7,137","7,159","7,097"
".Lake County, Colorado","7,264","7,343","7,253","7,263","7,317","7,442","7,590","7,750","7,846","8,127"
".La Plata County, Colorado","51,411","51,866","52,451","53,368","53,865","54,687","55,316","55,563","56,299","56,221"
".Larimer County, Colorado","300,441","305,246","310,842","316,225","324,008","333,303","338,984","344,084","350,660","356,899"
".Las Animas County, Colorado","15,422","15,053","14,992","14,396","14,048","14,043","14,073","14,201","14,508","14,506"
".Lincoln County, Colorado","5,471","5,419","5,440","5,435","5,501","5,543","5,551","5,523","5,606","5,701"
".Logan County, Colorado","22,750","22,577","22,356","22,174","22,440","22,472","22,435","22,317","22,268","22,409"
".Mesa County, Colorado","146,259","147,174","147,317","147,175","147,113","148,025","149,736","151,170","152,951","154,210"
".Mineral County, Colorado",704,711,719,732,704,744,756,753,772,769
".Moffat County, Colorado","13,794","13,423","13,171","13,126","12,934","12,939","13,144","13,088","13,183","13,283"
".Montezuma County, Colorado","25,576","25,476","25,476","25,542","25,514","25,716","25,994","26,112","26,152","26,183"
".Montrose County, Colorado","41,186","40,974","40,650","40,549","40,585","40,562","41,151","41,753","42,206","42,758"
".Morgan County, Colorado","28,241","28,452","28,248","28,223","28,103","28,252","28,199","28,295","28,769","29,068"
".Otero County, Colorado","18,859","18,839","18,634","18,452","18,336","18,182","18,266","18,345","18,338","18,278"
".Ouray County, Colorado","4,456","4,423","4,507","4,552","4,574","4,608","4,789","4,813","4,822","4,952"
".Park County, Colorado","16,279","16,055","16,049","16,184","16,381","16,726","17,343","17,894","18,525","18,845"
".Phillips County, Colorado","4,469","4,401","4,417","4,383","4,392","4,327","4,280","4,288","4,285","4,265"
".Pitkin County, Colorado","17,154","17,169","17,292","17,460","17,712","17,940","17,975","17,973","17,976","17,767"
".Prowers County, Colorado","12,545","12,502","12,421","12,317","12,062","11,936","11,926","11,998","12,079","12,172"
".Pueblo County, Colorado","159,390","160,184","160,721","161,033","161,356","163,006","164,774","166,283","167,422","168,424"
".Rio Blanco County, Colorado","6,623","6,747","6,758","6,693","6,595","6,478","6,436","6,352","6,330","6,324"
".Rio Grande County, Colorado","12,023","11,913","11,866","11,676","11,504","11,352","11,337","11,297","11,271","11,267"
".Routt County, Colorado","23,434","23,252","23,272","23,599","24,067","24,360","24,682","25,171","25,507","25,638"
".Saguache County, Colorado","6,136","6,188","6,333","6,242","6,198","6,253","6,412","6,633","6,840","6,824"
".San Juan County, Colorado",708,690,692,692,712,689,691,712,764,728
".San Miguel County, Colorado","7,357","7,487","7,581","7,621","7,738","7,836","8,017","8,034","8,180","8,179"
".Sedgwick County, Colorado","2,371","2,372","2,378","2,340","2,334","2,373","2,400","2,311","2,276","2,248"
".Summit County, Colorado","28,073","28,042","28,298","28,728","29,317","30,045","30,552","30,820","30,817","31,011"
".Teller County, Colorado","23,469","23,369","23,445","23,356","23,433","23,388","24,058","24,674","25,113","25,388"
".Washington County, Colorado","4,821","4,762","4,701","4,743","4,733","4,786","4,834","4,921","4,888","4,908"
".Weld County, Colorado","254,207","258,827","264,131","270,165","277,112","285,819","295,712","305,885","314,815","324,492"
".Yuma County, Colorado","10,049","10,134","10,100","10,132","10,184","10,037","10,055","9,959","9,947","10,019"
".Fairfield County, Connecticut","919,355","928,000","935,099","939,924","944,196","944,943","944,347","943,038","943,971","943,332"
".Hartford County, Connecticut","895,236","896,864","897,706","897,678","897,407","896,290","894,141","893,076","892,580","891,720"
".Litchfield County, Connecticut","189,763","188,972","187,570","186,836","185,343","184,122","182,793","181,667","181,095","180,333"
".Middlesex County, Connecticut","165,616","166,174","165,634","165,329","164,786","163,724","163,292","162,942","162,870","162,436"
".New Haven County, Connecticut","863,357","863,871","864,566","862,820","862,885","860,186","857,901","857,748","856,971","854,757"
".New London County, Connecticut","274,004","273,037","274,091","272,976","271,462","269,636","268,403","267,419","266,285","265,206"
".Tolland County, Connecticut","153,239","153,050","151,967","151,778","151,693","151,734","151,162","151,009","150,689","150,721"
".Windham County, Connecticut","118,544","118,315","117,914","117,500","116,752","116,487","116,102","116,398","117,059","116,782"
".Kent County, Delaware","162,956","165,110","167,297","169,038","171,456","173,128","174,542","176,499","178,540","180,786"
".New Castle County, Delaware","538,752","541,909","544,848","548,331","550,768","553,488","555,058","555,976","557,550","558,753"
".Sussex County, Delaware","197,885","200,362","203,034","206,207","210,263","214,636","219,321","224,348","229,389","234,225"
".District of Columbia, District of Columbia","605,226","619,800","634,924","650,581","662,328","675,400","685,815","694,906","701,547","705,749"
".Alachua County, Florida","247,614","249,834","251,520","252,475","255,456","259,052","263,959","266,309","268,851","269,043"
".Baker County, Florida","27,066","27,049","27,053","27,009","27,122","27,355","27,884","28,254","28,353","29,210"
".Bay County, Florida","169,206","169,555","171,757","174,596","178,289","181,488","183,634","184,736","186,240","174,705"
".Bradford County, Florida","28,536","28,431","27,051","26,802","26,552","26,748","26,740","27,142","27,752","28,201"
".Brevard County, Florida","543,965","544,359","546,966","550,255","555,548","565,746","576,874","587,769","595,203","601,942"
".Broward County, Florida","1,752,803","1,786,980","1,814,253","1,836,600","1,860,933","1,885,040","1,912,583","1,934,516","1,946,107","1,952,778"
".Calhoun County, Florida","14,647","14,717","14,665","14,578","14,450","14,406","14,330","14,428","14,543","14,105"
".Charlotte County, Florida","159,875","159,869","162,744","164,671","168,041","172,382","177,671","181,522","184,849","188,910"
".Citrus County, Florida","141,173","139,764","139,180","138,829","138,828","140,287","142,804","145,415","147,682","149,657"
".Clay County, Florida","191,451","192,314","193,861","195,657","198,570","202,392","207,246","212,228","215,908","219,252"
".Collier County, Florida","322,581","327,629","332,233","338,987","347,211","356,041","365,445","372,678","378,201","384,902"
".Columbia County, Florida","67,553","67,317","67,884","67,417","67,779","68,222","69,265","69,999","70,668","71,686"
".DeSoto County, Florida","34,934","34,845","35,005","34,905","35,338","35,648","36,255","37,241","37,368","38,001"
".Dixie County, Florida","16,400","16,406","16,153","16,084","16,041","16,353","16,465","16,615","16,685","16,826"
".Duval County, Florida","865,628","872,355","880,108","885,943","896,668","910,578","926,010","937,933","948,652","957,755"
".Escambia County, Florida","298,038","299,401","303,423","306,694","307,960","309,311","311,473","313,249","315,104","318,316"
".Flagler County, Florida","96,066","97,462","98,434","99,798","101,889","104,436","107,406","109,999","112,085","115,081"
".Franklin County, Florida","11,522","11,472","11,612","11,521","11,661","11,707","11,823","11,724","11,676","12,125"
".Gadsden County, Florida","47,794","47,373","46,574","46,087","46,114","46,060","46,086","45,993","45,927","45,660"
".Gilchrist County, Florida","17,000","16,994","16,897","16,957","16,991","17,378","17,622","17,900","18,284","18,582"
".Glades County, Florida","12,869","12,837","12,669","12,670","12,943","13,099","13,406","13,580","13,686","13,811"
".Gulf County, Florida","15,825","15,764","15,770","15,884","16,002","15,929","16,062","16,105","16,146","13,639"
".Hamilton County, Florida","14,683","14,595","14,721","14,342","14,071","14,272","14,303","14,364","14,262","14,428"
".Hardee County, Florida","27,730","27,684","27,439","27,311","27,266","27,177","27,219","27,154","27,168","26,937"
".Hendry County, Florida","39,009","38,972","37,870","37,809","38,474","39,248","40,037","41,018","41,336","42,022"
".Hernando County, Florida","172,969","172,847","172,718","173,639","175,298","177,900","182,459","186,704","190,582","193,920"
".Highlands County, Florida","98,635","98,477","98,222","98,077","98,584","100,137","102,041","103,852","104,933","106,221"
".Hillsborough County, Florida","1,233,498","1,255,503","1,279,639","1,304,131","1,332,298","1,364,073","1,396,693","1,426,736","1,451,919","1,471,968"
".Holmes County, Florida","19,843","19,838","19,697","19,594","19,564","19,273","19,398","19,427","19,443","19,617"
".Indian River County, Florida","138,270","139,103","140,473","141,895","144,445","147,434","151,159","154,241","157,187","159,923"
".Jackson County, Florida","49,648","49,197","49,109","48,880","48,730","48,609","48,299","48,289","48,112","46,414"
".Jefferson County, Florida","14,755","14,529","14,219","14,209","14,056","14,115","13,960","14,165","14,321","14,246"
".Lafayette County, Florida","8,808","8,798","8,791","8,819","8,862","8,724","8,747","8,602","8,691","8,422"
".Lake County, Florida","297,709","300,505","303,725","307,973","315,340","325,154","334,913","345,432","356,720","367,118"
".Lee County, Florida","620,449","631,053","644,197","659,834","677,232","699,644","722,649","740,000","754,470","770,577"
".Leon County, Florida","275,971","278,371","283,620","281,887","283,770","285,904","286,744","290,965","291,657","293,582"
".Levy County, Florida","40,720","40,151","39,823","39,433","39,296","39,601","39,837","40,276","40,798","41,503"
".Liberty County, Florida","8,349","8,264","8,301","8,357","8,418","8,409","8,300","8,236","8,427","8,354"
".Madison County, Florida","19,248","19,130","18,972","18,753","18,601","18,478","18,316","18,474","18,540","18,493"
".Manatee County, Florida","323,424","327,549","333,844","341,855","350,865","362,548","375,373","385,506","394,387","403,253"
".Marion County, Florida","331,331","332,286","333,873","335,083","338,005","342,182","347,469","353,339","359,062","365,579"
".Martin County, Florida","146,909","147,871","148,981","151,126","153,119","155,559","158,325","159,701","160,742","161,000"
".Miami-Dade County, Florida","2,506,972","2,544,531","2,576,554","2,609,692","2,634,269","2,659,839","2,692,213","2,713,295","2,714,854","2,716,940"
".Monroe County, Florida","73,220","73,967","74,560","75,813","76,261","76,648","76,872","76,483","74,757","74,228"
".Nassau County, Florida","73,513","74,148","74,519","75,384","76,250","77,951","80,055","82,925","85,936","88,625"
".Okaloosa County, Florida","180,715","183,102","189,762","192,688","194,615","197,748","200,071","203,478","206,934","210,738"
".Okeechobee County, Florida","40,025","39,869","39,710","39,482","39,569","39,854","40,769","41,275","41,654","42,168"
".Orange County, Florida","1,148,564","1,170,579","1,202,498","1,227,435","1,256,606","1,291,301","1,326,516","1,355,921","1,381,540","1,393,452"
".Osceola County, Florida","269,837","278,636","288,876","299,238","311,046","323,736","338,209","353,623","368,456","375,751"
".Palm Beach County, Florida","1,323,619","1,336,760","1,354,936","1,376,462","1,398,656","1,424,256","1,450,890","1,470,344","1,482,876","1,496,770"
".Pasco County, Florida","465,487","466,464","469,637","474,352","483,399","494,895","509,937","525,141","539,090","553,947"
